"sample_type" "gene" "expression_level"
"3269" "Normal" "XBP1" -1.2
"3270" "Normal" "XBP1" 1.91
"3271" "Normal" "XBP1" -1.05
"3272" "Normal" "XBP1" -0.26
"3273" "Normal" "XBP1" -1.87
"3274" "Normal" "XBP1" -2.82
"3275" "Normal" "XBP1" -2.11
"3276" "Normal" "XBP1" -0.87
"3277" "Normal" "XBP1" -2.59
"3278" "Normal" "XBP1" -2.61
"3279" "Normal" "XBP1" 0.51
"3280" "Normal" "XBP1" 0.02
"3281" "Normal" "XBP1" -1.22
"3282" "Normal" "XBP1" -1.93
"3283" "Normal" "XBP1" 0.68
"3284" "Normal" "XBP1" -0.8
"3285" "Normal" "XBP1" -2.49
"3286" "Normal" "XBP1" -0.51
"3287" "Normal" "XBP1" -1.9
"3288" "Normal" "XBP1" -1.66
"3289" "Normal" "XBP1" -0.4
"3290" "Normal" "XBP1" -2.03
"3291" "Normal" "XBP1" -2.6
"3292" "Normal" "XBP1" -1.7
"3293" "Normal" "XBP1" -1.63
"3294" "Normal" "XBP1" -2.01
"3295" "Normal" "XBP1" -1.56
"3296" "Normal" "XBP1" -1.3
"3297" "Normal" "XBP1" -0.73
"3298" "Normal" "XBP1" -1.29
"3299" "Normal" "XBP1" -0.67
"3300" "Normal" "XBP1" -0.51
"3301" "Normal" "XBP1" -1.58
"3302" "Normal" "XBP1" -0.92
"3303" "Normal" "XBP1" -1.77
"3304" "Normal" "XBP1" -1.09
"3305" "Normal" "XBP1" -0.68
"3306" "Normal" "XBP1" -1.25
"3307" "Normal" "XBP1" -3.19
"3308" "Normal" "XBP1" -2.32
"3309" "Normal" "XBP1" -1.42
"3310" "Normal" "XBP1" 0.38
"3311" "Normal" "XBP1" -1.17
"3312" "Normal" "XBP1" -1.32
"3313" "Normal" "XBP1" -2.2
"3314" "Normal" "XBP1" -1.61
"3315" "Normal" "XBP1" -2.62
"3316" "Normal" "XBP1" 0.22
"3317" "Normal" "XBP1" -1.16
"3318" "Normal" "XBP1" -1.7
"3319" "Normal" "XBP1" -1.2
"3320" "Normal" "XBP1" 0.23
"3321" "Normal" "XBP1" -2.17
"3322" "Normal" "XBP1" -0.03
"3323" "Normal" "XBP1" -0.9
"3324" "Normal" "XBP1" -0.26
"3325" "Normal" "XBP1" -1.87
"3326" "Normal" "XBP1" -0.39
"3327" "Normal" "XBP1" -1.81
"3328" "Normal" "XBP1" -0.49
"3329" "Normal" "XBP1" -2.81
"3330" "Normal" "XBP1" 0.56
"3331" "Normal" "XBP1" -0.4
"3332" "Normal" "XBP1" -1.97
"3333" "Normal" "XBP1" -2.16
"3334" "Normal" "XBP1" -0.45
"3335" "Normal" "XBP1" 0.22
"3336" "Normal" "XBP1" -1.69
"3337" "Normal" "XBP1" 0.16
"3338" "Normal" "XBP1" -1.5
"3339" "Normal" "XBP1" -1.55
"3340" "Normal" "XBP1" -0.52
"3341" "Normal" "XBP1" -0.65
"3342" "Normal" "XBP1" -0.12
"3343" "Normal" "XBP1" -1.9
"3344" "Normal" "XBP1" -1.62
"3345" "Normal" "XBP1" -1.36
"3346" "Normal" "XBP1" -0.86
"3347" "Normal" "XBP1" -1.22
"3348" "Normal" "XBP1" -0.74
"3349" "Normal" "XBP1" -0.98
"3350" "Normal" "XBP1" -1.04
"3351" "Normal" "XBP1" -1.54
"3352" "Normal" "XBP1" -2.01
"3353" "Normal" "XBP1" -0.13
"3354" "Normal" "XBP1" -1.15
"3355" "Normal" "XBP1" 0.59
"3356" "Normal" "XBP1" 0.07
"3357" "Normal" "XBP1" -1.69
"3358" "Normal" "XBP1" -1.53
"3359" "Normal" "XBP1" 1.84
"3360" "Normal" "XBP1" -1.44
"3361" "Normal" "XBP1" 0.24
"3362" "Normal" "XBP1" -0.79
"3363" "Normal" "XBP1" -0.68
"3364" "Normal" "XBP1" -1.28
"3365" "Normal" "XBP1" -2.65
"3366" "Normal" "XBP1" -1.6
"3367" "Normal" "XBP1" -1.31
"3368" "Normal" "XBP1" 0.29
"3369" "Normal" "XBP1" -1.79
"3370" "Normal" "XBP1" -1.78
"3371" "Normal" "XBP1" -1
"3372" "Normal" "XBP1" -0.04
"3373" "Normal" "XBP1" -2.23
"3374" "Normal" "XBP1" 0.16
"3375" "Normal" "XBP1" -0.76
"3376" "Normal" "XBP1" 0.21
"3377" "Normal" "XBP1" 0.02
"3378" "Normal" "XBP1" -2.11
"3379" "Normal" "XBP1" -0.79
"3380" "Normal" "XBP1" -1.52
"3381" "Normal" "XBP1" -1.47
"3382" "Normal" "XBP1" -1.57
"3383" "Normal" "XBP1" -1.26
"3384" "Normal" "XBP1" 0.15
"3385" "Normal" "XBP1" -1.48
"3386" "Normal" "XBP1" -0.86
"3387" "Normal" "XBP1" -1.58
"3388" "Normal" "XBP1" -0.8
"3389" "Normal" "XBP1" -0.44
"3390" "Normal" "XBP1" -1.63
"3391" "Normal" "XBP1" -0.98
"3392" "Normal" "XBP1" -1.67
"3393" "Normal" "XBP1" -0.58
"3394" "Normal" "XBP1" -2.17
"3395" "Normal" "XBP1" -1.5
"3396" "Normal" "XBP1" -0.83
"3397" "Normal" "XBP1" -2.1
"3398" "Normal" "XBP1" -0.64
"3399" "Normal" "XBP1" -0.34
"3400" "Normal" "XBP1" -2.19
"3401" "Normal" "XBP1" -0.54
"3402" "Normal" "XBP1" 0.31
"3403" "Normal" "XBP1" 0.56
"3404" "Normal" "XBP1" -1.24
"3405" "Normal" "XBP1" -0.6
"3406" "Normal" "XBP1" -0.47
"3407" "Normal" "XBP1" -1.68
"3408" "Normal" "XBP1" -1.82
"3409" "Normal" "XBP1" -2.83
"3410" "Normal" "XBP1" -0.26
"3411" "Normal" "XBP1" -0.55
"3412" "Normal" "XBP1" -2.16
"3413" "Normal" "XBP1" -1.29
"3414" "Normal" "XBP1" -1.04
"3415" "Normal" "XBP1" -0.92
"3416" "Normal" "XBP1" -1.08
"3417" "Normal" "XBP1" -1.71
"3418" "Normal" "XBP1" -1.81
"3419" "Normal" "XBP1" -0.18
"3420" "Normal" "XBP1" -1.08
"3421" "Normal" "XBP1" -2.31
"3422" "Normal" "XBP1" -2.08
"3423" "Normal" "XBP1" -1.56
"3424" "Normal" "XBP1" -0.83
"3425" "Normal" "XBP1" -1.45
"3426" "Normal" "XBP1" -1.33
"3427" "Normal" "XBP1" 0.72
"3428" "Normal" "XBP1" -1.8
"3429" "Normal" "XBP1" -1.25
"3430" "Normal" "XBP1" -0.19
"3431" "Normal" "XBP1" -0.12
"3432" "Normal" "XBP1" -0.72
"3433" "Normal" "XBP1" -1.04
"3434" "Normal" "XBP1" -1.13
"3435" "Normal" "XBP1" -0.55
"3436" "Normal" "XBP1" 0.2
"3437" "Normal" "XBP1" -1.01
"3438" "Normal" "XBP1" -0.98
"3439" "Normal" "XBP1" -2.35
"3440" "Normal" "XBP1" -1.35
"3441" "Normal" "XBP1" -1.32
"3442" "Normal" "XBP1" -0.74
"3443" "Normal" "XBP1" -1.56
"3444" "Normal" "XBP1" -1.26
"3445" "Normal" "XBP1" -1.34
"3446" "Normal" "XBP1" -0.74
"3447" "Normal" "XBP1" -0.38
"3448" "Normal" "XBP1" -1.97
"3449" "Normal" "XBP1" -2.01
"3450" "Normal" "XBP1" 0.07
"3451" "Normal" "XBP1" 0.55
"3452" "Normal" "XBP1" -0.96
"3453" "Normal" "XBP1" -2.34
"3454" "Normal" "XBP1" -2.33
"3455" "Normal" "XBP1" -1.81
"3456" "Normal" "XBP1" 0.73
"3457" "Normal" "XBP1" 0.4
"3458" "Normal" "XBP1" -0.28
"3459" "Normal" "XBP1" -0.37
"3460" "Normal" "XBP1" -0.82
"3461" "Normal" "XBP1" -0.69
"3462" "Normal" "XBP1" -1.6
"3463" "Normal" "XBP1" -0.61
"3464" "Normal" "XBP1" -1.93
"3465" "Normal" "XBP1" -0.04
"3466" "Normal" "XBP1" -0.75
"3467" "Normal" "XBP1" -0.54
"3468" "Normal" "XBP1" -2.4
"3469" "Normal" "XBP1" -1.66
"3470" "Normal" "XBP1" -0.42
"3471" "Normal" "XBP1" -0.14
"3472" "Normal" "XBP1" -2.48
"3473" "Normal" "XBP1" 0.02
"3474" "Normal" "XBP1" -0.92
"3475" "Normal" "XBP1" -0.14
"3476" "Normal" "XBP1" -3.03
"3477" "Normal" "XBP1" -1.02
"3478" "Normal" "XBP1" 0.7
"3479" "Normal" "XBP1" -0.21
"3480" "Normal" "XBP1" -0.98
"3481" "Normal" "XBP1" 0.44
"3482" "Normal" "XBP1" -2.17
"3483" "Normal" "XBP1" 1.32
"3484" "Normal" "XBP1" -0.44
"3485" "Normal" "XBP1" -0.95
"3486" "Normal" "XBP1" -2.68
"3487" "Normal" "XBP1" -1.06
"3488" "Normal" "XBP1" -0.05
"3489" "Normal" "XBP1" -1.91
"3490" "Normal" "XBP1" 0.89
"3491" "Normal" "XBP1" -1.01
"3492" "Normal" "XBP1" 0.34
"3493" "Normal" "XBP1" 0.24
"3494" "Normal" "XBP1" -0.68
"3495" "Normal" "XBP1" 1.64
"3496" "Normal" "XBP1" 0.11
"3497" "Normal" "XBP1" -0.44
"3498" "Normal" "XBP1" -0.32
"3499" "Normal" "XBP1" -0.14
"3500" "Normal" "XBP1" 0.45
"3501" "Normal" "XBP1" -2.77
"3502" "Normal" "XBP1" -1.05
"3503" "Normal" "XBP1" -1.72
"3504" "Normal" "XBP1" -1.13
"3505" "Normal" "XBP1" -2.05
"3506" "Normal" "XBP1" -2.1
"3507" "Normal" "XBP1" -1.72
"3508" "Normal" "XBP1" -1.56
"3509" "Normal" "XBP1" -0.24
"3510" "Normal" "XBP1" -0.18
"3511" "Normal" "XBP1" -0.51
"3512" "Normal" "XBP1" -0.54
"3513" "Normal" "XBP1" 0.54
"3514" "Normal" "XBP1" 0.02
"3515" "Normal" "XBP1" -0.39
"3516" "Normal" "XBP1" 0.28
"3517" "Normal" "XBP1" -0.15
"3518" "Normal" "XBP1" -0.62
"3519" "Normal" "XBP1" -0.37
"3520" "Normal" "XBP1" -0.28
"3521" "Normal" "XBP1" -0.73
"3522" "Normal" "XBP1" 0.35
"3523" "Normal" "XBP1" -1.31
"3524" "Normal" "XBP1" -1.17
"3525" "Normal" "XBP1" -1.34
"3526" "Normal" "XBP1" 0.33
"3527" "Normal" "XBP1" -0.13
"3528" "Normal" "XBP1" 0.39
"3529" "Normal" "XBP1" -0.9
"3530" "Normal" "XBP1" -0.22
"3531" "Normal" "XBP1" -0.05
"3532" "Normal" "XBP1" 0.34
"3533" "Normal" "XBP1" -1.71
"3534" "Normal" "XBP1" -1.13
"3535" "Normal" "XBP1" 0.84
"3536" "Normal" "XBP1" -1.17
"3537" "Normal" "XBP1" 0.96
"3538" "Normal" "XBP1" -0.39
"3539" "Normal" "XBP1" 0.05
"3540" "Normal" "XBP1" -0.65
"3541" "Normal" "XBP1" 0.94
"3542" "Normal" "XBP1" -1.21
"3543" "Normal" "XBP1" -0.5
"3544" "Normal" "XBP1" 0.41
"3545" "Normal" "XBP1" -0.18
"3546" "Normal" "XBP1" -1.93
"3547" "Normal" "XBP1" -0.95
"3548" "Normal" "XBP1" -1.29
"3549" "Normal" "XBP1" -0.78
"3550" "Normal" "XBP1" -1.57
"3551" "Normal" "XBP1" -1.24
"3552" "Normal" "XBP1" 0.89
"3553" "Normal" "XBP1" -0.44
"3554" "Normal" "XBP1" -1
"3555" "Normal" "XBP1" -0.31
"3556" "Normal" "XBP1" -0.07
"3557" "Normal" "XBP1" -1.54
"3558" "Normal" "XBP1" -0.42
"3559" "Normal" "XBP1" -1.47
"3560" "Normal" "XBP1" 0.74
"3561" "Normal" "XBP1" -0.92
"3562" "Normal" "XBP1" -1.08
"3563" "Normal" "XBP1" -0.53
"3564" "Normal" "XBP1" -1.46
"3565" "Normal" "XBP1" -2.05
"3566" "Normal" "XBP1" -1.68
"3567" "Normal" "XBP1" -0.01
"3568" "Normal" "XBP1" -0.51
"3569" "Normal" "XBP1" -1.21
"3570" "Normal" "XBP1" 0.66
"3571" "Normal" "XBP1" -0.62
"3572" "Normal" "XBP1" 0.23
"3573" "Normal" "XBP1" -1.39
"3574" "Normal" "XBP1" -0.24
"3575" "Normal" "XBP1" -0.6
"3576" "Normal" "XBP1" -2.57
"3577" "Normal" "XBP1" -1.06
"3578" "Normal" "XBP1" 0.1
"3579" "Normal" "XBP1" 0.35
"3580" "Normal" "XBP1" 0.03
"3581" "Normal" "XBP1" -0.98
"3582" "Normal" "XBP1" 0
"3583" "Normal" "XBP1" -1.66
"3584" "Normal" "XBP1" -1.34
"3585" "Normal" "XBP1" -1.82
"3586" "Normal" "XBP1" -1.43
"3587" "Normal" "XBP1" -0.09
"3588" "Normal" "XBP1" -0.14
"3589" "Normal" "XBP1" -0.35
"3590" "Normal" "XBP1" -1.33
"3591" "Normal" "XBP1" 0.45
"3592" "Normal" "XBP1" -0.71
"3593" "Normal" "XBP1" -0.07
"3594" "Normal" "XBP1" -0.17
"3595" "Normal" "XBP1" 0.3
"3596" "Normal" "XBP1" -1.55
"3597" "Normal" "XBP1" -0.79
"3598" "Normal" "XBP1" -0.68
"3599" "Normal" "XBP1" 0.14
"3600" "Normal" "XBP1" -1.51
"3601" "Normal" "XBP1" -2.35
"3602" "Normal" "XBP1" -0.85
"3603" "Normal" "XBP1" -0.92
"3604" "Normal" "XBP1" -0.12
"3605" "Normal" "XBP1" 0.9
"3606" "Normal" "XBP1" -0.94
"3607" "Normal" "XBP1" 0.62
"3608" "Normal" "XBP1" -0.22
"3609" "Normal" "XBP1" -0.62
"3610" "Normal" "XBP1" -0.6
"3611" "Normal" "XBP1" -0.37
"3612" "Normal" "XBP1" 1.23
"3613" "Normal" "XBP1" -0.36
"3614" "Normal" "XBP1" 0.05
"3615" "Normal" "XBP1" -2.51
"3616" "Normal" "XBP1" -0.63
"3617" "Normal" "XBP1" 0.32
"3618" "Normal" "XBP1" -2.05
"3619" "Normal" "XBP1" -0.33
"3620" "Normal" "XBP1" 0.51
"3621" "Normal" "XBP1" -1.91
"3622" "Normal" "XBP1" -1.46
"3623" "Normal" "XBP1" -0.16
"3624" "Normal" "XBP1" -1.21
"3625" "Normal" "XBP1" 0.09
"3626" "Normal" "XBP1" -0.05
"3627" "Normal" "XBP1" -0.92
"3628" "Normal" "XBP1" -0.82
"3629" "Normal" "XBP1" -1.09
"3630" "Normal" "XBP1" -1.81
"3631" "Normal" "XBP1" -2.22
"3632" "Normal" "XBP1" -0.17
"3633" "Normal" "XBP1" -1.04
"3634" "Normal" "XBP1" -1.96
"3635" "Normal" "XBP1" -0.61
"3636" "Normal" "XBP1" 0.04
"3637" "Normal" "XBP1" -0.45
"3638" "Normal" "XBP1" -0.3
"3639" "Normal" "XBP1" -0.79
"3640" "Normal" "XBP1" -0.38
"3641" "Normal" "XBP1" 0.44
"3642" "Normal" "XBP1" -0.59
"3643" "Normal" "XBP1" -0.15
"3644" "Normal" "XBP1" -0.7
"3645" "Normal" "XBP1" -0.86
"3646" "Normal" "XBP1" 0.59
"3647" "Normal" "XBP1" -0.61
"3648" "Normal" "XBP1" -2.44
"3649" "Normal" "XBP1" 0.24
"3650" "Normal" "XBP1" -1.73
"3651" "Normal" "XBP1" -0.53
"3652" "Normal" "XBP1" -0.78
"3653" "Normal" "XBP1" 0.84
"3654" "Normal" "XBP1" -0.7
"3655" "Normal" "XBP1" -2.5
"3656" "Normal" "XBP1" -2.4
"3657" "Normal" "XBP1" 0.44
"3658" "Normal" "XBP1" -0.33
"3659" "Normal" "XBP1" -0.18
"3660" "Normal" "XBP1" -1.3
"3661" "Normal" "XBP1" -0.9
"3662" "Normal" "XBP1" -2.01
"3663" "Normal" "XBP1" -0.84
"3664" "Normal" "XBP1" -0.17
"3665" "Normal" "XBP1" -1.85
"3666" "Normal" "XBP1" 0
"3667" "Normal" "XBP1" -0.4
"3668" "Normal" "XBP1" -0.72
"3669" "Normal" "XBP1" -0.86
"3670" "Normal" "XBP1" -1.94
"3671" "Normal" "XBP1" -1.94
"3672" "Normal" "XBP1" -1.36
"3673" "Normal" "XBP1" -1.07
"3674" "Normal" "XBP1" -1.59
"3675" "Normal" "XBP1" -0.27
"3676" "Normal" "XBP1" -0.84
"3677" "Normal" "XBP1" -0.96
"3678" "Normal" "XBP1" -0.34
"3679" "Normal" "XBP1" -0.66
"3680" "Normal" "XBP1" -2.23
"3681" "Normal" "XBP1" 0
"3682" "Normal" "XBP1" 0.14
"3683" "Normal" "XBP1" -0.52
"3684" "Normal" "XBP1" 0.32
"3685" "Normal" "XBP1" -1.56
"3686" "Normal" "XBP1" -0.76
"3687" "Normal" "XBP1" -0.25
"3688" "Normal" "XBP1" -0.47
"3689" "Normal" "XBP1" -1.64
"3690" "Normal" "XBP1" 0.69
"3691" "Normal" "XBP1" 0.06
"3692" "Normal" "XBP1" -0.19
"3693" "Normal" "XBP1" -0.79
"3694" "Normal" "XBP1" -0.79
"3695" "Normal" "XBP1" -1.3
"3696" "Normal" "XBP1" -1.35
"3697" "Normal" "XBP1" 0.26
"3698" "Normal" "XBP1" 0.72
"3699" "Normal" "XBP1" -2.09
"3700" "Normal" "XBP1" 0.29
"3701" "Normal" "XBP1" -0.69
"3702" "Normal" "XBP1" -2.11
"3703" "Normal" "XBP1" -2.39
"3704" "Normal" "XBP1" -0.4
"3705" "Normal" "XBP1" -0.89
"3706" "Normal" "XBP1" -0.27
"3707" "Normal" "XBP1" -0.68
"3708" "Normal" "XBP1" -0.6
"3709" "Normal" "XBP1" -1.21
"3710" "Normal" "XBP1" -0.3
"3711" "Normal" "XBP1" -0.34
"3712" "Normal" "XBP1" 0.19
"3713" "Normal" "XBP1" -1.31
"3714" "Normal" "XBP1" -0.55
"3715" "Normal" "XBP1" 0.8
"3716" "Normal" "XBP1" 0.38
"3717" "Normal" "XBP1" -1.28
"3718" "Normal" "XBP1" -1.8
"3719" "Normal" "XBP1" -1.74
"3720" "Normal" "XBP1" 1.68
"3721" "Normal" "XBP1" -1.36
"3722" "Normal" "XBP1" 0.4
"3723" "Normal" "XBP1" -1.46
"3724" "Normal" "XBP1" -1.95
"3725" "Normal" "XBP1" -1.85
"3726" "Normal" "XBP1" -0.8
"3727" "Normal" "XBP1" -1.06
"3728" "Normal" "XBP1" -0.07
"3729" "Normal" "XBP1" -2.37
"3730" "Normal" "XBP1" -1.95
"3731" "Normal" "XBP1" 0.16
"3732" "Normal" "XBP1" -1.43
"3733" "Normal" "XBP1" -1.08
"3734" "Normal" "XBP1" -1.13
"3735" "Normal" "XBP1" -0.1
"3736" "Normal" "XBP1" 0.72
"3737" "Normal" "XBP1" 0.42
"3738" "Normal" "XBP1" -1.3
"3739" "Normal" "XBP1" -0.5
"3740" "Normal" "XBP1" -1.81
"3741" "Normal" "XBP1" -2.46
"3742" "Normal" "XBP1" -2.11
"3743" "Normal" "XBP1" -0.83
"3744" "Normal" "XBP1" 1.3
"3745" "Normal" "XBP1" -0.6
"3746" "Normal" "XBP1" -0.79
"3747" "Normal" "XBP1" -1.24
"3748" "Normal" "XBP1" 0.26
"3749" "Normal" "XBP1" -0.78
"3750" "Normal" "XBP1" 1.72
"3751" "Normal" "XBP1" -1.22
"3752" "Normal" "XBP1" -0.62
"3753" "Normal" "XBP1" -1.68
"3754" "Normal" "XBP1" -2.62
"3755" "Normal" "XBP1" -0.15
"3756" "Normal" "XBP1" -0.15
"3757" "Normal" "XBP1" -2.26
"3758" "Normal" "XBP1" -1.04
"3759" "Normal" "XBP1" -1.26
"3760" "Normal" "XBP1" -1.11
"3761" "Normal" "XBP1" -0.48
"3762" "Normal" "XBP1" 0.88
"3763" "Normal" "XBP1" 0.53
"3764" "Normal" "XBP1" -0.02
"3765" "Normal" "XBP1" -0.72
"3766" "Normal" "XBP1" -0.61
"3767" "Normal" "XBP1" -0.38
"3768" "Normal" "XBP1" -0.47
"3769" "Normal" "XBP1" -1
"3770" "Normal" "XBP1" 0.17
"3771" "Normal" "XBP1" 0.02
"3772" "Normal" "XBP1" -1.14
"3773" "Normal" "XBP1" 0.87
"3774" "Normal" "XBP1" -1.02
"3775" "Normal" "XBP1" -0.78
"3776" "Normal" "XBP1" -0.55
"3777" "Normal" "XBP1" 0.5
"3778" "Normal" "XBP1" -0.59
"3779" "Normal" "XBP1" -0.62
"3780" "Normal" "XBP1" -0.92
"3781" "Normal" "XBP1" -0.28
"3782" "Normal" "XBP1" 0.23
"3783" "Normal" "XBP1" -1.25
"3784" "Normal" "XBP1" -0.68
"3785" "Normal" "XBP1" -1.99
"3786" "Normal" "XBP1" -1.29
"3787" "Normal" "XBP1" 0.99
"3788" "Normal" "XBP1" -0.48
"3789" "Normal" "XBP1" -0.34
"3790" "Normal" "XBP1" -0.51
"3791" "Normal" "XBP1" 0.8
"3792" "Normal" "XBP1" -0.39
"3793" "Normal" "XBP1" 1.87
"3794" "Normal" "XBP1" 2.19
"3795" "Normal" "XBP1" -1.05
"3796" "Normal" "XBP1" -0.27
"3797" "Normal" "XBP1" 0.39
"3798" "Normal" "XBP1" 0.3
"3799" "Normal" "XBP1" 1.84
"3800" "Normal" "XBP1" -0.27
"3801" "Normal" "XBP1" 0.46
"3802" "Normal" "XBP1" -0.03
"3803" "Normal" "XBP1" -0.29
"3804" "Normal" "XBP1" -0.47
"3805" "Normal" "XBP1" -0.25
"3806" "Normal" "XBP1" -0.34
"3807" "Normal" "XBP1" -1.22
"3808" "Normal" "XBP1" -1.04
"3809" "Normal" "XBP1" -0.47
"3810" "Normal" "XBP1" -0.45
"3811" "Normal" "XBP1" -1.3
"3812" "Normal" "XBP1" -1.66
"3813" "Normal" "XBP1" -0.59
"3814" "Normal" "XBP1" -1.29
"3815" "Normal" "XBP1" -1.45
"3816" "Normal" "XBP1" -0.8
"3817" "Normal" "XBP1" -0.03
"3818" "Normal" "XBP1" 0.55
"3819" "Normal" "XBP1" -0.11
"3820" "Normal" "XBP1" -0.6
"3821" "Normal" "XBP1" -0.76
"3822" "Normal" "XBP1" -0.92
"3823" "Normal" "XBP1" -0.61
"3824" "Normal" "XBP1" -1.14
"3825" "Normal" "XBP1" -1.04
"3826" "Normal" "XBP1" 0.1
"3827" "Normal" "XBP1" -0.37
"3828" "Normal" "XBP1" 0.38
"3829" "Normal" "XBP1" -1.05
"3830" "Normal" "XBP1" -0.74
"3831" "Normal" "XBP1" -0.67
"3832" "Normal" "XBP1" -1.06
"3833" "Normal" "XBP1" 0.14
"3834" "Normal" "XBP1" -0.64
"3835" "Normal" "XBP1" 1.85
"3836" "Normal" "XBP1" 1.7
"3837" "Normal" "XBP1" -0.53
"3838" "Normal" "XBP1" -1.12
"3839" "Normal" "XBP1" -1.46
"3840" "Normal" "XBP1" 0.78
"3841" "Normal" "XBP1" -0.8
"3842" "Normal" "XBP1" 0.92
"3843" "Normal" "XBP1" -0.88
"3844" "Normal" "XBP1" 0.1
"3845" "Normal" "XBP1" 0.25
"3846" "Normal" "XBP1" 1.24
"3847" "Normal" "XBP1" 0.44
"3848" "Normal" "XBP1" -1.29
"3849" "Normal" "XBP1" -0.4
"3850" "Normal" "XBP1" -0.52
"3851" "Normal" "XBP1" -1.81
"3852" "Normal" "XBP1" -1.55
"3853" "Normal" "XBP1" 1.13
"3854" "Normal" "XBP1" -0.22
"3855" "Normal" "XBP1" -0.44
"3856" "Normal" "XBP1" -0.41
"3857" "Normal" "XBP1" 0.99
"3858" "Normal" "XBP1" -0.16
"3859" "Normal" "XBP1" -0.8
"3860" "Normal" "XBP1" -0.6
"3861" "Normal" "XBP1" -0.66
"3862" "Normal" "XBP1" 1.09
"3863" "Normal" "XBP1" -0.57
"3864" "Normal" "XBP1" 0.63
"3865" "Normal" "XBP1" -0.47
"3866" "Normal" "XBP1" -2.29
"3867" "Normal" "XBP1" -0.08
"3868" "Normal" "XBP1" -0.61
"3869" "Normal" "XBP1" 0
"3870" "Normal" "XBP1" -0.5
"3871" "Normal" "XBP1" 0.2
"3872" "Normal" "XBP1" -0.96
"3873" "Normal" "XBP1" 0.21
"3874" "Normal" "XBP1" -1.85
"3875" "Normal" "XBP1" -1.14
"3876" "Normal" "XBP1" -0.74
"3877" "Normal" "XBP1" -0.7
"3878" "Normal" "XBP1" -0.02
"3879" "Normal" "XBP1" -0.01
"3880" "Normal" "XBP1" -0.04
"3881" "Normal" "XBP1" 0.62
"3882" "Normal" "XBP1" -0.09
"3883" "Normal" "XBP1" 1.03
"3884" "Normal" "XBP1" -0.76
"3885" "Normal" "XBP1" 0.2
"3886" "Normal" "XBP1" -1.13
"3887" "Normal" "XBP1" -0.12
"3888" "Normal" "XBP1" -1.39
"3889" "Normal" "XBP1" -0.09
"3890" "Normal" "XBP1" -0.58
"3891" "Normal" "XBP1" -1.07
"3892" "Normal" "XBP1" 0.31
"3893" "Normal" "XBP1" -1.28
"3894" "Normal" "XBP1" 0.13
"3895" "Normal" "XBP1" -0.01
"3896" "Normal" "XBP1" 0.76
"3897" "Normal" "XBP1" 0.17
"3898" "Normal" "XBP1" -0.07
"3899" "Normal" "XBP1" -0.96
"3900" "Normal" "XBP1" -0.09
"3901" "Normal" "XBP1" 0.63
"3902" "Normal" "XBP1" -0.73
"3903" "Normal" "XBP1" 0.52
"3904" "Normal" "XBP1" 1.54
"3905" "Normal" "XBP1" -0.69
"3906" "Normal" "XBP1" -0.41
"3907" "Normal" "XBP1" 0.97
"3908" "Normal" "XBP1" -0.25
"3909" "Normal" "XBP1" 0.19
"3910" "Normal" "XBP1" 0.36
"3911" "Normal" "XBP1" -0.5
"3912" "Normal" "XBP1" -2.11
"3913" "Normal" "XBP1" -0.8
"3914" "Normal" "XBP1" -0.69
"3915" "Normal" "XBP1" -0.64
"3916" "Tumor" "ESR1" 3.08
"3917" "Tumor" "ESR1" 2.39
"3918" "Tumor" "ESR1" 0.79
"3919" "Tumor" "ESR1" 2.5
"3920" "Tumor" "ESR1" -4.86
"3921" "Tumor" "ESR1" 2.8
"3922" "Tumor" "ESR1" -4.49
"3923" "Tumor" "ESR1" -1.63
"3924" "Tumor" "ESR1" 4.12
"3925" "Tumor" "ESR1" 0.47
"3926" "Tumor" "ESR1" -1.8
"3927" "Tumor" "ESR1" 3.85
"3928" "Tumor" "ESR1" -3.25
"3929" "Tumor" "ESR1" -4.21
"3930" "Tumor" "ESR1" 4.07
"3931" "Tumor" "ESR1" -1.46
"3932" "Tumor" "ESR1" 0.92
"3933" "Tumor" "ESR1" 3.01
"3934" "Tumor" "ESR1" 0.43
"3935" "Tumor" "ESR1" -1.44
"3936" "Tumor" "ESR1" 2.85
"3937" "Tumor" "ESR1" 4.36
"3938" "Tumor" "ESR1" 4.52
"3939" "Tumor" "ESR1" 3.99
"3940" "Tumor" "ESR1" 5.13
"3941" "Tumor" "ESR1" 3.64
"3942" "Tumor" "ESR1" 4.53
"3943" "Tumor" "ESR1" -1.27
"3944" "Tumor" "ESR1" 4.39
"3945" "Tumor" "ESR1" 1.66
"3946" "Tumor" "ESR1" -4.63
"3947" "Tumor" "ESR1" -2.72
"3948" "Tumor" "ESR1" -2.59
"3949" "Tumor" "ESR1" 3.19
"3950" "Tumor" "ESR1" 3.56
"3951" "Tumor" "ESR1" 4.17
"3952" "Tumor" "ESR1" 3.44
"3953" "Tumor" "ESR1" 3.26
"3954" "Tumor" "ESR1" 0.11
"3955" "Tumor" "ESR1" 4.59
"3956" "Tumor" "ESR1" 3.19
"3957" "Tumor" "ESR1" 4.39
"3958" "Tumor" "ESR1" 4.44
"3959" "Tumor" "ESR1" 3.99
"3960" "Tumor" "ESR1" 3.55
"3961" "Tumor" "ESR1" 2.3
"3962" "Tumor" "ESR1" 2.93
"3963" "Tumor" "ESR1" 0.62
"3964" "Tumor" "ESR1" 5.06
"3965" "Tumor" "ESR1" 1.89
